project_id,project_name,brand_family,official_project_url,inquiry_form_url,official_contact_page_url,region,city_area,micro_location,map_link,project_type,project_status,current_sales_status,developer_inventory_status,unit_types_offered_json,bedrooms_range_min,bedrooms_range_max,bua_range_min_sqm,bua_range_max_sqm,starting_price_value,starting_price_currency,price_range_min,price_range_max,price_status,pricing_date,pricing_disclaimer,payment_plan_headline,downpayment_percent_min,downpayment_percent_max,installment_years_min,installment_years_max,delivery_window,delivery_year_min,delivery_year_max,finishing_levels_offered_json,key_amenities_json,golf_flag,beach_access_flag,lagoons_flag,clubhouse_flag,pools_flag,gym_flag,brochure_urls_json,gallery_urls_json,source_links_json,screenshot_paths_json,last_verified_date,confidence_score,disclaimers_json,zones_json,unit_templates_json,listings_json
blumar_sidi_abd_el_rahman,Blumar Sidi Abd El Rahman,Second_Home,https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,North Coast,Sidi Abdel Rahman,,,resort,delivered,not_selling,sold_out,"[""Chalets"", ""Villas""]",,,,,,,,,,,,,,,,,,,,[],"[""Green Areas"", ""Swimming Pools"", ""Restaurants"", ""Hotel""]",false,true,false,false,true,false,[],[],"[""https://wadidegladevelopments.com/projects/blumar-sidi-abdel-rahman-2/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/blumar_sidi_abdel_rahman_1771728548479.png"", ""raw/screens/index/projects_index.png""]",2026-02-22,0.50,"[""Sold Out per official projects index."", ""First North Coast resort; 270,000 sqm; since 2009.""]",[],[],[]
tijan_zahraa_el_maadi,Tijan Zahraa El Maadi,Residential,https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Zahraa El Maadi,,,residential,delivered,not_selling,sold_out,"[""Apartments""]",,,,,,,,,,,,,,,,,,,,[],"[""Green Areas"", ""Secured Parking"", ""Water Feature""]",false,false,false,false,false,false,[],[],"[""https://wadidegladevelopments.com/projects/tijan-zahraa-maadi/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/tijan_zahraa_maadi_1771728598658.png"", ""raw/screens/index/projects_index.png""]",2026-02-22,0.50,"[""Sold Out per official projects index.""]",[],[],[]
canal_residence,Canal Residence,Residential,https://wadidegladevelopments.com/projects/canal_residence/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,Sarayat el Maadi,,residential,delivered,not_selling,sold_out,"[""Apartments"", ""Duplexes""]",,,,,,,,,,,,,,,,,,,,[],"[""Secured Parking"", ""Swimming Pool""]",false,false,false,false,true,false,[],[],"[""https://wadidegladevelopments.com/projects/canal_residence/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/canal_residence_1771728668330.png"", ""raw/screens/index/projects_index.png""]",2026-02-22,0.50,"[""Sold Out per official projects index.""]",[],[],[]
river_walk,River Walk,Residential,https://wadidegladevelopments.com/projects/river-walk/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,East Cairo,New Cairo,,,residential,delivered,not_selling,sold_out,"[""Villas"", ""Attached Villas""]",,,,,,,,,,,,,,,,,,,,[],"[""Swimming Pools"", ""Green Areas"", ""Secured Parking"", ""Commercial Area"", ""360-degree view"", ""River Walk Mall""]",false,false,false,false,true,false,[],[],"[""https://wadidegladevelopments.com/projects/river-walk/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/river_walk_1771728741501.png"", ""raw/screens/index/projects_index.png""]",2026-02-22,0.50,"[""Sold Out per official projects index."", ""Since 2012; 115,000 sqm; 98 families.""]",[],[],[]
marina_wadi_degla,Marina Wadi Degla,Second_Home,https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain Sokhna,Suez Road,,,resort,delivered,not_selling,sold_out,"[""Villas"", ""Attached Villas"", ""Chalets""]",,,,,,,,,,,,,,,,,,,,[],"[""Swimming Pools"", ""Green Areas"", ""Restaurants"", ""Entertainment Area"", ""Gym"", ""Bakery"", ""Hotel"", ""360-degree view"", ""Private beaches""]",false,true,false,false,true,true,[],[],"[""https://wadidegladevelopments.com/projects/blumar-marina-wadi-degla/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/marina_wadi_degla_project_1771728818699.png"", ""raw/screens/index/projects_index.png""]",2026-02-22,0.50,"[""Sold Out per official projects index."", ""Since 2007.""]",[],[],[]
living_community,Living Community,Second_Home,https://wadidegladevelopments.com/projects/murano/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain Sokhna,El Sokhna,Zaafarana Road,,resort,,selling,,"[""Villas"", ""Attached Villas"", ""Duplexes"", ""Chalets""]",,,,,,,,,on_request,,,,,,,,,,,[],"[""750-metre beachfront"", ""Private beaches"", ""Six pools"", ""Green Areas"", ""Entertainment Area"", ""Restaurants"", ""Supermarket""]",false,true,false,false,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/murano/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/murano_top_1771729128709.png"", ""raw/screens/murano_bottom_1771729130491.png""]",2026-02-22,0.65,"[""Pricing not published; on request only."", ""Phase of Murano El Sokhna resort."", ""Brochure is image-based.""]",[],[],[]
waterside,Waterside,Second_Home,https://wadidegladevelopments.com/projects/water-side/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain Sokhna,Ain Sokhna,Murano,,resort,,selling,,"[""Villas"", ""Duplexes"", ""Chalets""]",,,,,,,,,on_request,,,,,,,,,,,[],"[""Swimming Pools"", ""Green Areas"", ""Entertainment Area"", ""Restaurants"", ""Supermarket""]",false,true,false,false,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Waterside-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/water-side/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/waterside_top_1771728890379.png"", ""raw/screens/waterside_bottom_1771728963344.png""]",2026-02-22,0.65,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (9.6MB) image-based.""]",[],[],[]
floating_islands,Floating Islands,Second_Home,https://wadidegladevelopments.com/projects/floating-islands/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain Sokhna,Ain Sokhna,Murano,,resort,,selling,,"[""Duplexes"", ""Chalets"", ""Villas""]",,,,,,,,,on_request,,,,,,,,,,,[],"[""Entertainment Area"", ""Green Areas"", ""Swimming Pools"", ""Restaurants"", ""Supermarket""]",false,true,false,false,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2024/07/Floating-Islands-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/floating-islands/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/floating_islands_top_1771729005634.png"", ""raw/screens/floating_islands_bottom_1771729006586.png""]",2026-02-22,0.65,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (2.5MB) image-based.""]",[],[],[]
ojo,Ojo,Second_Home,https://wadidegladevelopments.com/projects/ojo-2/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Ain Sokhna,Ain Sokhna,Murano,,resort,,selling,,"[""Standalone Villas"", ""Town Houses"", ""Chalets""]",,,,,,,,,on_request,,,,,,,,,,,[],"[""Serene lagoons and edge pools"", ""Beach access"", ""Commercial promenade"", ""Casa Club"", ""The Green Park (6-feddan landscaped sanctuary)""]",false,true,true,true,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2025/12/Ojo-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/ojo-2/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/ojo_top_1771729061413.png"", ""raw/screens/ojo_bottom_1771729062550.png""]",2026-02-22,0.65,"[""Pricing not published; on request only."", ""Phase of Murano; brochure downloaded (73MB) image-based.""]",[],[],[]
neo_lakes,Neo Lakes,Residential,https://wadidegladevelopments.com/projects/neo-lakes/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,East Cairo,Mostakbal City,Heart of Mostakbal City,,residential,,selling,,"[""Apartments"", ""Duplexes""]",,,,,,,,,on_request,,,,,,,,,,,[],"[""International School"", ""Parking"", ""Nursery"", ""Green Areas"", ""Clinics"", ""Commercial and entertainment hub"", ""24/7 security""]",false,false,true,false,false,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/10/Neo-Lakes.pdf""]",[],"[""https://wadidegladevelopments.com/projects/neo-lakes/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/neo_lakes_top_1771729210282.png"", ""raw/screens/neo_lakes_bottom_1771729216623.png""]",2026-02-22,0.65,"[""Pricing not published; on request only."", ""Phase of Neo (Neopolis) Mostakbal City; brochure image-based.""]",[],[],[]
neo_gardens,Neo Gardens,Residential,https://wadidegladevelopments.com/projects/neo-gardens/,https://wadidegladevelopments.com/projects/neo-gardens/#wpcf7-f5124-o1,https://wadidegladevelopments.com/contact-us/,East Cairo,Mostakbal City,Heart of Mostakbal City,,residential,,selling,,"[""Apartments""]",,,,,,,,,on_request,,,,,,,,,,,[],"[""Commercial Area"", ""Green Areas"", ""Mosque"", ""Nursery"", ""Medical Services"", ""24/7 security"", ""Parking""]",false,false,false,false,false,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Wadi-Degla-Development-Neopolis-Neo-Gardens.pdf""]",[],"[""https://wadidegladevelopments.com/projects/neo-gardens/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/neo_gardens_top_1771729801748.png"", ""raw/screens/neo_gardens_bottom_1771729985232.png""]",2026-02-22,0.65,"[""Pricing not published; on request only."", ""Phase of Neo (Neopolis) Mostakbal City; brochure image-based.""]",[],[],[]
breeze,Breeze,Residential,https://wadidegladevelopments.com/projects/breeze/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,,residential,,selling,,"[""Apartments"", ""Duplexes""]",,,,,,,,,on_request,,,,,,,,,,,[],"[""Swimming Pools"", ""Nurseries & Kids Gardens"", ""Retail"", ""Admin"", ""Sports Courts"", ""Outdoor Fitness Area"", ""Club House"", ""Mosque"", ""Food Court"", ""Banks"", ""Gym"", ""Padel Tennis""]",false,false,false,true,true,true,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/10/CT-Breeze-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/breeze/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/breeze_page.png"", ""raw/screens/index/breeze_card.png""]",2026-02-22,0.65,"[""Pricing not published; on request only."", ""Phase of ClubTown New Degla.""]",[],[],[]
horizon,Horizon,Residential,https://wadidegladevelopments.com/projects/horizon/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,,residential,,selling,,"[""Apartments"", ""Duplexes""]",,,,,,,,,on_request,,,,,,,,,,,[],"[""Swimming Pools"", ""Nurseries & Kids Gardens"", ""Retail"", ""Admin"", ""Sports Courts"", ""Outdoor Fitness Area"", ""Club House"", ""Mosque"", ""Food Court"", ""Banks"", ""Gym"", ""Padel Tennis""]",false,false,false,true,true,true,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/10/CT-Horizon-Brochure-Wadi-Degla-Developments_.pdf""]",[],"[""https://wadidegladevelopments.com/projects/horizon/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/horizon_page.png"", ""raw/screens/index/horizon_card.png""]",2026-02-22,0.65,"[""Pricing not published; on request only."", ""Phase of ClubTown New Degla.""]",[],[],[]
edge,Edge,Residential,https://wadidegladevelopments.com/projects/edge/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,,residential,,selling,,"[""Apartments"", ""Duplexes""]",,,,,,,,,on_request,,,,,,,,,,,[],"[""Swimming Pools"", ""Gym"", ""Mosque"", ""Nurseries & Kids Gardens"", ""Retail"", ""Admin"", ""Sports Courts"", ""Outdoor Fitness Area"", ""Club House"", ""Food Court"", ""Banks"", ""Padel Tennis""]",false,false,false,true,true,true,"[""https://wadidegladevelopments.com/wp-content/uploads/2024/07/Edge-Brochure-2.pdf""]",[],"[""https://wadidegladevelopments.com/projects/edge/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/edge_page.png"", ""raw/screens/index/edge_card.png""]",2026-02-22,0.65,"[""Pricing not published; on request only."", ""Phase of ClubTown New Degla.""]",[],[],[]
vyon,VYON,Residential,https://wadidegladevelopments.com/projects/vyon/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,Cairo,Maadi,New Degla,,residential,,selling,,"[""Lofts"", ""Penthouses"", ""Apartments"", ""Duplexes""]",,,,,,,,,on_request,,,,,,,,,,,[],"[""Outdoor Dining & BBQ Area"", ""Rooftop Cinema"", ""Rooftop Social Lounges"", ""Co-Working & Meeting Pods"", ""Roof plaza"", ""Infinity-Edge Sky Pool"", ""Children's Play Zone"", ""Outdoor Fitness Area"", ""Outdoor Mini Gym"", ""Playing Yard"", ""Pets' Friendly Zone"", ""Water Feature & Landscape""]",false,false,false,false,true,false,"[""https://wadidegladevelopments.com/wp-content/uploads/2025/07/VYON-Brochure.pdf""]",[],"[""https://wadidegladevelopments.com/projects/vyon/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/vyon_top.png"", ""raw/screens/vyon_bottom.png""]",2026-02-22,0.65,"[""Pricing not published; on request only."", ""Part of New Degla development cluster.""]",[],[],[]
neopolis,Neopolis,Residential,https://wadidegladevelopments.com/projects/neo-gardens/,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,East Cairo,Mostakbal City,,,residential,,,,[],,,,,,,,,,,,,,,,,,,,[],[],,,,,,,"[""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Wadi-Degla-Development-Neopolis-Neo-Gardens.pdf""]",[],"[""https://wadidegladevelopments.com/projects/neo-gardens/"", ""https://wadidegladevelopments.com/wp-content/uploads/2023/09/Wadi-Degla-Development-Neopolis-Neo-Gardens.pdf""]","[""raw/screens/neo_gardens_top_1771729801748.png""]",2026-02-22,0.35,"[""Name referenced in official WDD brochure filename (Neopolis-Neo-Gardens.pdf)."", ""URL https://wadidegladevelopments.com/projects/neopolis/ redirects to Neo Gardens."", ""Treated as alternate/master name for Mostakbal City cluster; no standalone page found in this run.""]",[],[],[]
mada,Mada,,,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,[],[],,,,,,,[],[],"[""https://wadidegladevelopments.com/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/index/projects_full_page_1771723527631.png""]",2026-02-22,0.30,"[""Name referenced in official WDD form/PDF; no dedicated page discovered."", ""https://wadidegladevelopments.com/projects/mada/ returns 404."", ""Not found on projects index in this run.""]",[],[],[]
camuse,CAMUSE,,,https://wadidegladevelopments.com/contact-us/,https://wadidegladevelopments.com/contact-us/,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,[],[],,,,,,,[],[],"[""https://wadidegladevelopments.com/"", ""https://wadidegladevelopments.com/projects/""]","[""raw/screens/index/projects_full_page_1771723527631.png""]",2026-02-22,0.30,"[""Name referenced in official WDD form/PDF; no dedicated page discovered."", ""https://wadidegladevelopments.com/projects/camuse/ returns 404."", ""Not found on projects index or site search in this run.""]",[],[],[]
